"Ativo","Data","roic","roe","roa","margem_liquida","margem_ebit","divida_liquida_ebitda","receita_liquida","ebit","deprec","deprec2","deprec3","deprec4","lucro_liquido","ativo_total","passivo_circulante","total_emprestimos_e_financiamentos","caixa_e_equivalentes","aplicacoes_financeiras","patrimonio_liquido","participacao_nao_controladora_acionistas","total_emprestimos_e_financiamentos_lp","capital_investido","ebitda","divida_bruta","divida_liquida"
"TTEN3<XBSP>","2T2022","-","-","-","-","-","-","-","-","-","-","-","-","-",5526146,2417447000,740273,500991,403780000,2420121,0,667683,2944201,"-",1407956,503185000
"TTEN3<XBSP>","3T2022","-","-","-","-","-","-","-","-","-","-","-","-","-",5828033,2629101000,567206,872401,357875000,2592337,756,585863,2535862,"-",1153069,-77207000.001
"TTEN3<XBSP>","4T2022",11.585823,20.264781067,9.3912369786,8.2949078537,7.8080681236,0.37698319595,6885839,537651,"-",37746,"-","-",571437,6081989,2739186000,599144,724314,154841000,2816976,1579,496926,3062792,575397,1096070,216915000
"TTEN3<XBSP>","1T2023",12.777136449,21.480505255,9.5980056044,8.3282461273,8.1136397341,"-",7417300,601813,"-","-","-","-",619228,6436035,2929521000,694044,931919,159988000,2873626,2149,590504,3108651,"-",1284548,192641000
"TTEN3<XBSP>","2T2023",9.1369507946,19.406887496,9.1567171555,7.4665549357,6.3651085965,1.0054160512,7680356,488863,"-",45290,"-","-",576364,6262703,2578445000,658850,646950,164897000,2953280,1640,690043,3531261,534153,1348893,537046000
"TTEN3<XBSP>","3T2023",10.935236195,19.600580554,9.3944592346,7.6566519612,6.7878988661,0.19297241616,8125784,551570,"-",51283,"-","-",626348,6622659,2799379000,651830,914435,231655000,3172942,1265,610594,3329020,602853,1262424,116334000
"TTEN3<XBSP>","4T2023",8.4860321177,17.118754757,8.3355547359,6.3762968824,4.9082202048,0.093289030158,8998985,441690,"-",57597,"-","-",575287,6883789,2784746000,562129,1028483,197451000,3347737,4154,710383,3435238,499287,1272512,46578000.001
"TTEN3<XBSP>","1T2024",8.9656439954,18.225217276,8.4232458642,6.3493219383,5.2355438709,0.55973721466,9873511,516932,"-",68641,"-","-",628138,7442511,3164288000,608856,935238,146480000,3435222,4523,800629,3805361,585573,1409485,327767000
"TTEN3<XBSP>","2T2024",14.183876514,19.320366911,8.1544916959,6.3759868468,7.8344243123,0.36327296083,10909621,854706,"-",77893,"-","-",696058,8530219,3569024000,649752,1448705,185149000,3594634,5691,1322890,3977093,932599,1972642,338788000
"TTEN3<XBSP>","3T2024",15.920627327,20.276064135,9.323384561,6.6331990234,8.6168613632,0.28979530629,12001841,1034182,"-",86126,"-","-",795648,8538809,3391423000,785800,1635124,10793000,3920102,6232,1184777,4287269,1120308,1970577,324660000
"TTEN3<XBSP>","4T2024",18.79959514,18.695445407,8.5085949898,5.8972283226,9.7093422298,0.21975503129,12825771,1245298,"-",95363,"-","-",758623,8889423,3666344000,921068,1696858,75404000,4037714,8004,1145811,4371885,1340661,2066879,294617000
"B3SA3<XBSP>","2T2008","-","-","-","-","-","-","-","-","-","-","-","-","-",21270158,1517449000,502732,"-","-",19626015,14918,0,17455176,"-",502732,-2297533000
"B3SA3<XBSP>","3T2008","-","-","-","-","-","-","-","-","-","-","-","-","-",20753426,1110351000,148240,"-","-",19531880,15272,0,17736086,"-",148240,-1906989000
"B3SA3<XBSP>","4T2008",2.0803020985,3.3518534862,3.1676954515,40.396913629,34.577290668,-1.9487932584,1602011,553932,"-",359561,"-","-",645596,20430089,1075744000,4087,"-","-",19291724,15892,0,17574136,913493,4087,-1780209000
"B3SA3<XBSP>","1T2009","-","-","-","-","-","-","-","-","-","-","-","-","-",21204279,1677230000,3570,"-","-",19463879,15632,0,16938545,"-",3570,-2588504000
"B3SA3<XBSP>","2T2009",2.2190205848,3.742197433,3.4985931574,49.831519266,39.783835782,-2.6766292272,1469901,584783,"-",281594,"-","-",731470,20936244,1215927000,8221,"-","-",19557984,15382,8233,17393114,866377,16454,-2318970000
"B3SA3<XBSP>","3T2009",2.8323800009,3.9573034757,3.6535489975,53.717284862,50.946713243,-2.9818179397,1448221,737821,"-",163452,"-","-",776266,21292858,1407729000,9102,"-","-",19642050,16412,5023,17192674,901273,14125,-2687432000
"B3SA3<XBSP>","4T2009",3.5383123422,4.4715819737,4.1604706681,58.705036259,62.075519918,-2.7061340898,1502544,932712,"-",42396,"-","-",881050,21201183,1162075000,9295,"-","-",19709749,16357,2495,17397840,975108,11790,-2638773000
"B3SA3<XBSP>","1T2010",4.5140174657,4.812219908,4.3441391255,57.078311422,66.271478624,-3.5559486141,1645124,1090248,"-",42747,"-","-",938285,21615537,1645853000,9065,"-","-",19496907,16104,163,15940649,1132995,9228,-4028872000
"B3SA3<XBSP>","2T2010",4.7284535456,5.4452383817,4.9583758814,60.692225179,67.242113343,-2.9743466682,1740503,1170351,"-",44384,"-","-",1055375,21304355,1355492000,6669,"-","-",19383840,15678,0,16335820,1214735,6669,-3613043000
"B3SA3<XBSP>","3T2010",4.5260175796,5.6119720387,4.8426805004,59.790638992,68.440836837,-1.4610963128,1844374,1262305,"-",47905,"-","-",1102817,22771748,1422836000,19151,"-","-",19634282,15905,1027188,18407381,1310210,1046339,-1914343000
"B3SA3<XBSP>","4T2010",4.5246342381,5.8936256814,5.056495821,54.433132276,61.567550703,-0.98214122932,2102554,1294491,"-",54818,"-","-",1144561,22633975,1416204000,33154,104017,2264408000,19402765,16283,1010059,18882500,1349309,1043213,-1325212000
"B3SA3<XBSP>","1T2011",4.7956622415,5.8403912134,4.7085174364,52.172181052,59.484034095,-1.8945551455,2168903,1290151,"-",67810,"-","-",1131102,24032278,2717094000,14168,1542301,2031429000,19357978,16820,986830,17755622,1357961,1000998,-2572732000
"B3SA3<XBSP>","2T2011",4.445091932,5.8915878723,4.9660314697,50.551789538,57.880020175,-0.76430957217,2216606,1282972,"-",66387,"-","-",1120053,22563973,1537560000,28457,25097,1980414000,19002380,16839,945726,19049359,1349359,974183,-1031328000
"B3SA3<XBSP>","3T2011",4.3642266324,5.8035202251,4.8358504897,49.157443519,56.786831102,-0.63074314969,2276880,1292968,"-",72006,"-","-",1118851,23144967,1605163000,15006,139477,1861837000,19269370,16442,1125360,19553496,1364974,1140366,-860948000
"B3SA3<XBSP>","4T2011",4.4252774165,5.4447850969,4.4448175793,49.552808317,61.79071382,-0.73850880422,2115983,1307481,"-",75208,"-","-",1047999,23589922,1929946000,33566,64648,2128705000,19241000,16491,1138659,19500189,1382689,1172225,-1021128000
"B3SA3<XBSP>","1T2012",4.7289033204,5.5534844294,4.5204362413,49.172170498,63.259823908,-1.0078565124,2150926,1360672,"-",74825,"-","-",1057669,23397233,1853849000,14759,34329,2533290000,19028440,16486,1106085,18990524,1435497,1120844,-1446775000
"B3SA3<XBSP>","2T2012",5.0618799859,5.4796282321,4.3833917125,50.325910937,68.858918943,-1.2717512898,2113154,1455095,"-",88710,"-","-",1063580,24261213,2097158000,36084,47058,3180630000,19391350,16244,1228268,18972451,1543805,1264352,-1963336000
"B3SA3<XBSP>","3T2012",5.1460699036,5.3412442949,4.3432805486,50.209760598,71.216285738,-1.4069886017,2087618,1486724,"-",92104,"-","-",1048050,24133555,1610382000,16537,46276,3425721000,19608230,16186,1234067,19067713,1578828,1250604,-2221393000
"B3SA3<XBSP>","4T2012",4.9755860633,5.5334425129,4.4487966554,52.02838116,70.271945756,-1.2933937212,2064750,1450940,"-",93742,"-","-",1074290,24147114,1660609000,36882,43642,3233361000,19397918,15964,1242239,19246384,1544682,1279121,-1997882000
"B3SA3<XBSP>","1T2013",5.0337308931,5.387905673,4.3373289942,50.930076027,70.194599193,-1.599932993,2082948,1462117,"-",98914,"-","-",1060839,24458532,1566030000,16369,32774,3705481000,19673706,15707,1224341,19170616,1561031,1240710,-2497545000
"B3SA3<XBSP>","2T2013",5.0859956514,5.7198135741,4.5029921406,51.913904307,70.932991287,-1.1667810735,2141617,1519113,"-",103751,"-","-",1111592,24690183,1735295000,39552,187630,3093569000,19421964,15680,1348120,19713241,1622864,1387672,-1893527000
"B3SA3<XBSP>","3T2013",5.1995023704,5.7763089518,4.4163999065,51.823184888,70.504694248,-1.4450179645,2155404,1519661,"-",112172,"-","-",1116693,25292071,2287149000,18237,754683,2978625000,19321802,15789,1357043,19289851,1631833,1375280,-2358028000
"B3SA3<XBSP>","4T2013",5.1828244506,5.6010832124,4.1740789806,50.705954372,70.644691445,-1.588067869,2131795,1506000,"-",119661,"-","-",1081516,25896659,2710846000,42129,1196589,2853393000,19284229,14663,1426193,19177960,1625661,1468322,-2581660000
"B3SA3<XBSP>","1T2014",5.2090000279,5.670685374,4.1159563254,50.948696952,70.183388401,-1.7550582534,2100460,1474174,"-",122128,"-","-",1070683,26000203,3142494000,18491,1319604,2878254000,18857039,14701,1377764,18678342,1596302,1396255,-2801603000
"B3SA3<XBSP>","2T2014",4.3360787446,5.1971068106,3.9698040901,49.32411393,67.74058471,-0.78413259367,1965420,1331387,"-",121352,"-","-",969925,24419996,1674774000,39912,198698,2321227000,18638388,14798,1340873,20265209,1452739,1380785,-1139140000
"B3SA3<XBSP>","3T2014",4.306871367,4.8839551631,3.6697831818,46.875278338,68.241400879,-0.81402022075,1976016,1348461,"-",118349,"-","-",926755,25240265,1888716000,19804,370025,2337041000,18950344,15084,1493249,20664287,1466810,1513053,-1194013000
"B3SA3<XBSP>","4T2014",4.4718744268,5.150059223,3.829211094,48.162830293,70.848090038,-0.51119952031,2030433,1438523,"-",119133,"-","-",977053,25538263,1891833000,47368,500535,1962229000,18979509,8894,1619123,21231034,1557656,1666491,-796273000
"B3SA3<XBSP>","1T2015",4.4031475371,5.1255321353,3.7793457457,48.585478694,69.421334839,-0.56540043312,2061192,1430907,"-",120176,"-","-",1000387,26497708,2215347000,25835,323111,2536823000,19529098,9166,1957116,21448262,1551083,1982951,-876983000
"B3SA3<XBSP>","2T2015",4.5306866975,5.5050367216,4.0823664726,49.719624778,69.560018707,-0.35455530185,2151046,1496268,"-",120233,"-","-",1068300,26197844,1935384000,55805,283849,2237789000,19418074,9444,1892694,21796627,1616501,1948499,-573139000
"B3SA3<XBSP>","3T2015",17.883785454,14.492338759,9.1734481376,129.06168052,180.76605733,-2.1771183906,2203386,3982974,"-",116860,"-","-",2842412,30999543,4949125000,32044,3022670,8360651000,19612425,9853,2425453,14699141,4099834,2457497,-8925824000
"B3SA3<XBSP>","4T2015",9.4556442572,12.006497527,8.3753346539,99.405585225,103.68991903,-2.4011745403,2216634,2298426,"-",110857,"-","-",2202238,26308895,2096785000,70181,440845,7798529000,18342099,10114,2384084,16042917,2409283,2454265,-5785109000
"B3SA3<XBSP>","1T2016",10.239875273,12.101853438,8.4742909986,100.1544896,102.40244386,-2.6844580274,2259699,2313987,"-",104078,"-","-",2262089,26706541,3107852000,29283,455763,8257658000,18690918,10267,2192944,14914551,2418065,2222227,-6491194000
"B3SA3<XBSP>","2T2016",9.6009780883,9.8818925412,6.8302954312,80.3135634,97.507171406,-2.7187806518,2279539,2222714,"-",99740,"-","-",1829698,26803804,3241252000,58954,470557,7871347000,18516078,10525,1968707,15279602,2322454,2027661,-6314243000
"B3SA3<XBSP>","3T2016",-2.4444229855,0.5935994032,0.40699237719,4.9326491569,-24.669405515,"-",2240358,-552683,"-",98751,"-","-",110644.99999,27152597,3497508000,26421,546764,8212174000,18607047,9717,1993660,14922572,-453932,2020081,-6738857000
"B3SA3<XBSP>","4T2016",4.336473899,7.5803880033,4.6413846506,62.309369131,47.164553657,-4.8832859561,2320781,1094586,"-",98321,"-","-",1446263,31155875,3657832000,450208,319124,10969814000,19066470,9915,5013424,16659313,1192907,5463632,-5825306000
"B3SA3<XBSP>","1T2017",3.1425193075,5.7509522668,3.014850047,58.642690287,42.504711266,-6.0897514461,2365606,1005494,"-",100906,"-","-",1387488,46014063,12904695000,1140605,262320,12870009000,24112145,10034,5254023,21117644,1106400,6394628,-6737701000
"B3SA3<XBSP>","2T2017",2.1732647536,6.8862682753,4.4703940223,60.277223135,36.185131615,1.8226599817,2762035,999446,"-",308172,"-","-",1665204,37242310,3907659000,1011442,313767,3680094000,24166582,10199,5365762,30352232,1307618,6377204,2383343000
"B3SA3<XBSP>","3T2017",3.0295385973,6.9826455878,4.6038975119,52.351368237,41.49684418,0.61229859165,3263653,1354313,"-",506583,"-","-",1708001,37111317,3339871000,260185,319890,4207361000,24458480,10283,5406490,29504380,1860896,5666675,1139424000
"B3SA3<XBSP>","4T2017",3.4917553867,5.3337896062,3.4503703431,35.296341786,40.401884148,-0.0057551680555,3673596,1484202,"-",715560,"-","-",1296240,37579879,5494563000,1615930,711140,4936213000,24299694,10320,4018763,28053893,2199762,5634693,-12659999.992
"B3SA3<XBSP>","1T2018",4.135612354,5.3994269842,3.5977229318,31.856621146,41.222234591,-0.43827543624,4177185,1721929,"-",925210,"-","-",1330411,36987562,4347228000,1596092,252615,6503645000,24635060,10333,3999992,27480166,2647139,5596084,-1160176000
"B3SA3<XBSP>","2T2018",5.1928985954,7.6423000224,4.9846398182,42.461731563,48.05064434,-0.48233157823,4456806,2141524,"-",931416,"-","-",1891531,37965371,4865633000,1590535,396018,7076203000,24751558,11105,4399510,27218052,3072940,5990045,-1482176000
"B3SA3<XBSP>","3T2018",5.3137546938,8.1179371749,5.2297754173,44.409197237,47.87362675,-0.58938675281,4551976,2179196,"-",944259,"-","-",2020632,38653591,5401950000,1801570,566166,7420132000,24890450,11147,4343805,27066913,3123455,6145375,-1840923000
"B3SA3<XBSP>","4T2018",5.8796594879,8.3386625787,5.5434737165,43.219944887,49.506065401,-0.69740427765,4831915,2392091,"-",953105,"-","-",2087444,37672245,5755789000,1777213,329687,6512426000,25032969,11227,2731946,26851556,3345196,4509159,-2332954000
"B3SA3<XBSP>","1T2019",6.5663244277,9.4097917299,6.1469195002,46.677565863,50.933901634,-0.97860079724,5098235,2596730,"-",974618,"-","-",2378919,38714221,6339665000,1763655,888531,7149206000,25276789,13165,2779158,26100474,3571348,4542813,-3494924000
"B3SA3<XBSP>","2T2019",6.6238012788,9.1101506507,5.7475511598,43.825527303,49.717620175,-1.0372607879,5268790,2619517,"-",994953,"-","-",2309253,40174936,6365733000,1780589,520253,8968496000,25332876,13302,3959012,26101043,3614470,5739601,-3749148000
"B3SA3<XBSP>","3T2019",7.7477360021,10.101273416,6.259390979,41.802521157,48.383224881,-1.1843650451,6131867,2966795,"-",1015858,"-","-",2563719,40950869,9113131000,4128765,642589,10050922000,25361786,13975,1847831,25272992,3982653,5976596,-4716915000
"B3SA3<XBSP>","4T2019",8.5195338232,10.681387002,6.7783812129,41.256004137,49.146773508,-1.1980332166,6576507,3232141,"-",1030250,"-","-",2714166,40027315,8055193000,2537993,494033,8977000000,25388001,13232,1826554,25039082,4262391,4364547,-5106486000
"B3SA3<XBSP>","1T2020",10.539519327,12.58012368,7.6131922902,46.122608193,56.317177602,-1.1772425142,6791047,3824526,"-",1034596,"-","-",3133520,41141848,9987972000,3771567,905064,10070642000,24885179,12891,1483774,23949737,4859122,5255341,-5720365000
"B3SA3<XBSP>","2T2020",12.066083751,13.183438954,7.6243991126,46.294010964,58.503304343,-1.3808447368,7278300,4258046,"-",1021255,"-","-",3371139,44192558,10865006000,4001743,966702,13071603000,25545625,12327,2746667,23290990,5279301,6748410,-7289895000
"B3SA3<XBSP>","3T2020",14.792116494,15.152326562,8.3438515516,44.295348102,58.245438101,-1.2908236156,8547866,4978742,"-",1028308,"-","-",3788293,45378408,8568387000,40673,1290332,13346031000,24976774,11514,6841648,22214331,6007050,6882321,-7754042000
"B3SA3<XBSP>","4T2020",17.419447743,16.926892174,8.958484104,44.500259719,60.064026451,-1.2715095933,9327395,5602409,"-",1041301,"-","-",4152304,46332783,9678085000,79401,1438420,14068887000,24509951,11473,6980365,21226792,6643710,7059766,-8447541000
"B3SA3<XBSP>","1T2021",18.865624874,17.988965923,9.4852199502,46.721318205,64.319408671,-1.2063940966,9378205,6032006,"-",1043802,"-","-",4382790,46194195,9503959000,37809,1536454,14089062000,24345808,11462,7051494,21102529,7075808,7089303,-8536213000
"B3SA3<XBSP>","2T2021",21.54613387,20.626991573,9.4550704905,47.364260591,66.003092571,-1.0910416024,9887567,6526100,"-",1064320,"-","-",4683738,49530810,12507996000,1307141,2065184,16274057000,22692664,11437,8750636,19990714,7590420,10057777,-8281464000
"B3SA3<XBSP>","3T2021",23.522702127,20.904904779,8.617029097,45.436274043,62.551214461,-1.3233118713,10394281,6501749,"-",1072229,"-","-",4722883,54807451,15654356000,3063449,3777045,20196891000,22580298,11405,10887752,18242608,7573978,13951201,-10022735000
"B3SA3<XBSP>","4T2021",17.647540433,21.040238865,8.9794977207,45.8498459,61.439617174,-0.66937385523,10288124,6320984,"-",1057150,"-","-",4717097,52531769,12958993000,3204429,2560516,16576854000,22407905,11465,10994211,23639835,7378134,14198640,-4938730000
"B3SA3<XBSP>","1T2022",16.952566107,20.909085201,8.9916284387,47.289607037,62.350202059,-0.71893686798,9647162,6015025,"-",1068686,"-","-",4562004,50737250,11858196000,3107862,2711499,15857626000,21807206,11563,10368522,23417791,7083711,13476384,-5092741000
"B3SA3<XBSP>","2T2022",15.306782673,21.587694755,9.4126705231,47.101931138,60.658128412,-0.36348562525,9471100,5744992,"-",1069946,"-","-",4460850,47394318,10649128000,3200753,2371543,12803063000,20653221,11658,9496721,24771337,6814938,12697474,-2477132000
"B3SA3<XBSP>","3T2022",16.527324422,21.117950765,8.8459027611,43.257193139,56.264380562,-0.66734195257,9973532,5611546,"-",1053779,"-","-",4313821,48771393,11384975000,1771408,4267671,12481081000,20417543,11854,10529293,22409074,6665325,12300701,-4448051000
"B3SA3<XBSP>","4T2022",15.374993892,20.837983541,8.8803827261,41.803292795,55.168128124,-0.42105231425,10110682,5577874,"-",1056304,"-","-",4226057,47594773,9306446000,560238,2613794,12290717000,20271137,12006,11550937,23944054,6634178,12111175,-2793336000
"B3SA3<XBSP>","1T2023",14.707057335,20.501378014,9.2017993119,43.09222956,56.271029761,-0.38232465316,9781376,5504081,"-",1039949,"-","-",4214463,45806400,7418131000,481249,1929953,12239223000,20547544,12113,11185983,24700342,6544030,11667232,-2501944000
"B3SA3<XBSP>","2T2023",14.461102789,20.316552996,8.8510968968,41.686471597,54.695680266,-0.43461172699,10016866,5478793,"-",1042881,"-","-",4175075,47176955,9946058000,2036847,2170662,12092050000,20540822,12261,9391469,25005032,6521674,11428316,-2834396000
"B3SA3<XBSP>","3T2023",14.751608997,20.846856676,8.8164872648,42.222170203,54.122386892,-0.51769292522,9996381,5410280,"-",1068383,"-","-",4220216,47872683,11757432000,3021799,3174523,11756457000,20233838,12327,8555223,24206070,6478663,11577022,-3353958000
"B3SA3<XBSP>","4T2023",13.571706353,20.371151694,8.3617490336,41.653134267,52.912913906,-0.3121308752,9921251,5249623,"-",1090035,"-","-",4131929,49421622,12154194000,4250267,1788906,14199566000,20273510,12589,9759402,25529223,6339658,14009669,-1978803000
"B3SA3<XBSP>","1T2024",13.96955959,20.075921604,8.2691642826,40.21947826,51.538819843,-0.46144809325,9927088,5116304,"-",1110353,"-","-",3992161,48283271,9532458000,2384247,1664174,15298609000,19875045,12575,11705257,24172277,6226657,14089504,-2873279000
"B3SA3<XBSP>","2T2024",15.476476388,21.870379551,9.0079210988,41.108759888,53.749102897,-0.37325026124,10177208,5470158,"-",930226,"-","-",4183418,46444945,9854332000,1884744,2366921,12780747000,19117069,12567,10873979,23327689,6400384,12758723,-2388945000
"B3SA3<XBSP>","3T2024",15.808886523,22.517981056,9.3642924104,41.486240141,55.076814866,-0.30804496063,10398508,5727167,"-",748365,"-","-",4313668,46068083,8813382000,1528561,1901718,12971383000,19145192,12609,11349785,23910161,6475532,12878346,-1994755000
"B3SA3<XBSP>","4T2024",16.144353827,24.895707847,10.118963891,43.287661153,57.183881791,-0.010802322457,10572738,6045902,"-",571749,"-","-",4576581,45228850,9159685000,1947492,1636275,11664030000,18370755,12699,11281327,24716352,6617651,13228819,-71486000.016
"BBAS3<XBSP>","4T1993","-",6.0247217579,0.54607531507,6.3900613446,"-","-","-","-",23491.626909,"-","-","-",46105.522909,8443070.3305,4740962940,"-","-","-",765272.236,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","2T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","3T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","4T1994","-",1.883945259,0.14926116008,1.0879729295,"-","-","-","-",129166,"-","-","-",108379,72610316,53968630000,"-","-","-",5752768,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","2T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","3T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","4T1995","-",-122.69925235,-5.3263379326,-31.747830505,"-","-","-","-",268579,"-","-","-",-4253334,79854753,64838026000,"-","-","-",3466471,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","2T1996","-","-","-","-","-","-","-","-","-","-","-","-","-",79763607,60627320000,"-","-","-",5337101,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","4T1996","-",-134.57672303,-9.1074915623,-55.063068355,"-","-","-","-",250116,"-","-","-",-7525817,82633258,64076973000,"-","-","-",5592213,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","2T1997","-","-","-","-","-","-","-","-","-","-","-","-","-",104358977,75917378000,"-","-","-",5796890,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","4T1997","-",9.5588180175,0.52684746632,3.812528412,"-","-","-","-",500065,"-","-","-",573819,108915585,80813212000,"-","-","-",6003033,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","2T1998","-","-","-","-","-","-","-","-","-","-","-","-","-",129819613,1.01017821E11,"-","-","-",6302102,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAS3<XBSP>","4T1998","-",13.120809403,0.67139961279,3.7842684273,"-","-","-","-",565025,"-","-","-",869893,129564120,1.00821754E11,"-","-","-",6629873,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",142746504,1.11642724E11,"-","-","-",7186376,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",138374919,1.07315296E11,"-","-","-",7044404,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",141658322,1.09080992E11,"-","-","-",7810262,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T1999","-",11.595120215,0.66668626803,3.2827827749,"-","-","-","-",656494,"-","-","-",843050,126453782,95557797000,"-","-","-",7270731,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2000","-",4.9054260108,0.28482010725,1.7344839081,"-","-","-","-","-","-","-","-",358900,126009362,94691376000,"-","-","-",7316388,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2000","-",8.7508069637,0.45412330595,3.7570591713,"-","-","-","-","-","-","-","-",658780,145066327,1.11289244E11,"-","-","-",7528220,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2000","-",3.7762241833,0.2095720938,1.8603022345,"-","-","-","-","-","-","-","-",298385,142378212,1.07750643E11,"-","-","-",7901676,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2000","-",12.23114724,0.70409585032,5.9500356558,"-","-","-","-",459623,"-","-","-",974211,138363406,99462684000,"-","-","-",7965001,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2001","-",12.819345295,0.71616313818,6.4045627412,"-","-","-","-","-","-","-","-",1038589,145021287,1.07935204E11,"-","-","-",8101732,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2001","-",10.843058623,0.60534066335,5.1563445178,"-","-","-","-","-","-","-","-",888296,146743157,1.05473298E11,"-","-","-",8192301,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2001","-",11.122265821,0.611070611,5.0569976997,"-","-","-","-","-","-","-","-",960753,157224547,1.12042262E11,"-","-","-",8638105,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2001","-",12.368907485,0.65525184274,5.5722889007,"-","-","-","-",757002,"-","-","-",1081952,165120024,1.21971839E11,"-","-","-",8747353,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2002","-",14.225551847,0.76768159534,6.1228373912,"-","-","-","-","-","-","-","-",1294239,168590599,1.24072277E11,"-","-","-",9097988,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2002","-",20.051715237,0.94228031898,6.2242300099,"-","-","-","-","-","-","-","-",1601028,169909948,1.23912427E11,"-","-","-",7984494,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2002","-",20.928697633,0.82477971452,5.2120171764,"-","-","-","-","-","-","-","-",1760183,213412499,1.61177071E11,"-","-","-",8410380,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2002","-",22.046989991,0.99107010679,5.5210014279,"-","-","-","-",663323,"-","-","-",2027676,204594608,1.52613071E11,"-","-","-",9197065,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2003","-",21.228537566,1.0311849264,5.4581355083,"-","-","-","-","-","-","-","-",2157652,209240064,1.54032602E11,"-","-","-",10163922,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2003","-",21.003248287,1.1097518123,5.997265648,"-","-","-","-","-","-","-","-",2283449,205762133,1.56204378E11,"-","-","-",10871885,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2003","-",20.051852649,1.0893353736,7.0366408074,"-","-","-","-","-","-","-","-",2343530,215133930,1.62159102E11,"-","-","-",11687349,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2003","-",19.561464954,1.0345598302,7.0810619092,"-","-","-","-",626698,"-","-","-",2380982,230144447,1.74735606E11,"-","-","-",12171798,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2004","-",19.84501714,1.0893535983,7.7081354307,"-","-","-","-","-","-","-","-",2517574,231107145,1.80580598E11,"-","-","-",12686177,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2004","-",21.16709491,1.1975132256,8.2827711212,"-","-","-","-","-","-","-","-",2722838.9906,227374440,1.7512161E11,"-","-","-",12863546,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2004","-",20.989772731,1.2269132619,9.395629944,"-","-","-","-","-","-","-","-",2890598.9954,235599295,1.81293469E11,"-","-","-",13771464,0,"-","-","-","-","-"
