"Ativo","Data","roic","roe","roa","margem_liquida","margem_ebit","divida_liquida_ebitda","receita_liquida","ebit","deprec","deprec2","deprec3","deprec4","lucro_liquido","ativo_total","passivo_circulante","total_emprestimos_e_financiamentos","caixa_e_equivalentes","aplicacoes_financeiras","patrimonio_liquido","participacao_nao_controladora_acionistas","total_emprestimos_e_financiamentos_lp","capital_investido","ebitda","divida_bruta","divida_liquida"
"CMIG4<XBSP>","3T2018",6.4024806412,8.7001667217,3.0166039971,5.5783405047,14.802870483,3.09339204,23352160,3456790,"-",852089,"-","-",1301935,43183096,7875913000,2392155,1493383,571620000,14968534,4317,13001900,35634335,4308879,15394055,13329052000
"CMIG4<XBSP>","4T2018",4.4444169187,10.927142657,2.9099031249,7.822222338,11.209344631,3.9394655888,22266217,2495897,"-",849093,"-","-",1700099,59854673,23393584000,2197566,890804,703551000,14578719,1360608,12574262,37064300,3344990,14771828,13177473000
"CMIG4<XBSP>","1T2019",5.1195069359,12.394801245,3.4449959309,8.9242824503,12.614767429,3.3781802341,23243964,2932172,"-",866998,"-","-",2032726,60213627,23760164000,2650243,796441,506095000,15374931,1360771,11486574,37801170,3799170,14136817,12834281000
"CMIG4<XBSP>","2T2019",5.9166406254,22.270222539,6.4070872067,17.036552648,15.541976811,2.6242463167,24654219,3831753,"-",917092,"-","-",4158538,65555983,24347693000,2949083,748540,665710000,17489512,1370780,10927306,42743123,4748845,13876389,12462139000
"CMIG4<XBSP>","3T2019",4.2387708757,21.345183069,7.338511616,15.012040139,11.415619749,3.6364472178,24472723,2793713,"-",953311,"-","-",3632232,50062672,7774088000,2769520,694972,863480000,17207297,4338,12414787,43499652,3747024,15184307,13625855000
"CMIG4<XBSP>","4T2019",4.7193401163,19.684724526,6.2652868028,12.319949984,12.246343151,3.3188797473,25390306,3109384,"-",958234,"-","-",3127398,49927052,7912451000,2746249,535757,740339000,15886615,4250,12029782,43484754,4067618,14776031,13499935000
"CMIG4<XBSP>","1T2020",3.7185664846,14.362044289,4.5135388719,8.9049085846,9.5728899005,3.9404159599,25536343,2444566,"-",970090,"-","-",2273207,50381487,7755098000,3069072,795731,1511678000,15828798,4519,12693502,43388052,3414656,15762574,13455165000
"CMIG4<XBSP>","2T2020",3.7534797727,7.1279941971,2.2898882538,4.9194314672,9.9962566396,3.6231668017,24453964,2444481,"-",967384,"-","-",1202239,52535140,9053151000,3001664,971314,2529359000,16872604,4458,12860765,42982980,3411865,15862429,12361756000
"CMIG4<XBSP>","3T2020",6.329135402,11.733774833,3.8071485256,8.2019889138,16.082068288,2.2219072206,24752606,3980731,"-",968450,"-","-",2029289,53326157,9078759000,2373644,1420751,3689369000,17297668,4573,13733097,41510922,4949181,16106741,10996621000
"CMIG4<XBSP>","4T2020",7.5007048402,16.393339539,5.2976291291,11.357077806,18.655327245,1.7522878756,25227625,4706296,"-",989053,"-","-",2864110,54083080,9690215000,2059315,1680397,3360270000,17472666,4682,12961243,41411513,5695349,15020558,9979891000
"CMIG4<XBSP>","1T2021",9.4817678884,18.683521355,6.3087181779,12.726126502,21.871802479,1.3505422093,26279151,5747724,"-",984732,"-","-",3343257,53011054,9057956000,1628278,3332411,2240626000,17894867,4960,13037225,40008339,6732456,14665503,9092466000
"CMIG4<XBSP>","2T2021",10.896031643,21.399583231,7.8882277975,15.332705458,23.585509496,0.95678799072,27698719,6532884,"-",980768,"-","-",4245688,53839254,9547297000,1409378,2661596,3468420000,19841104,4904,11909610,39571319,7513652,13318988,7188972000
"CMIG4<XBSP>","3T2021",11.230954553,20.343374851,7.7622793569,13.363160732,22.626335331,1.023108537,30853958,6981120,"-",1018997,"-","-",4121675,53116666,10494484000,1569440,827784,2338481000,20262155,5200,9781813,41025357,8000117,11351253,8184988000
"CMIG4<XBSP>","4T2021",11.391386344,19.283292137,7.210703694,11.153943524,20.659652326,1.0989849434,33646118,6951171,"-",1069564,"-","-",3751321,52045808,10687593000,1465133,825208,1724088000,19456411,5354,9898830,40274052,8020735,11363963,8814667000
"CMIG4<XBSP>","1T2022",11.469004124,23.151816982,9.372103827,13.919999302,20.292622843,0.92248986341,34382825,6977177,"-",1115042,"-","-",4784478,51067392,9652870000,1121332,1409372,975334000,20666993,5635,8728364,40151148,8092219,9849696,7464990000
"CMIG4<XBSP>","2T2022",7.8655365187,14.185347948,5.4288815402,8.1984782855,13.320368581,1.2882002786,35242223,4694394,"-",1161329,"-","-",2887761,53221386,11192265000,1003209,1867781,1773720000,20363513,4870,10181636,39390829,5855723,11184845,7543344000
"CMIG4<XBSP>","3T2022",9.0545205081,17.316600193,6.6958932654,10.62144714,15.712979452,1.0036005878,34366334,5399975,"-",1175618,"-","-",3648578,54514041,11571685000,1188699,1990712,2778971000,21073852,5355,10180253,39361372,6575593,11368952,6599269000
"CMIG4<XBSP>","4T2022",9.328813942,18.79592803,7.6286624708,11.880537999,16.502361038,1.0764318025,34462808,5687177,"-",1182084,"-","-",4092313,53670837,11205178000,955497,1440661,1744546000,21777356,5910,9624001,40235949,6869261,10579498,7394291000
"CMIG4<XBSP>","1T2023",8.1430860552,17.708145172,7.464130774,11.264952843,14.183746162,1.1651943823,35836830,5083005,"-",1201107,"-","-",4034662,54085360,11021804000,1091484,1600178,1356927000,22791065,6365,9187833,41197935,6284112,10279317,7322212000
"CMIG4<XBSP>","2T2023",10.449659365,22.157903351,9.593351778,14.358073534,18.091287682,1.0376897279,36442967,6593002,"-",1217853,"-","-",5230454,54543064,10127642000,951750,2182819,1542983000,23609050,5585,10879296,41641370,7810855,11831046,8105244000
"CMIG4<XBSP>","3T2023",10.551910849,21.639800789,9.4140862093,14.428371115,18.517055685,0.98963456225,36646285,6785813,"-",1235170,"-","-",5284665,56165430,10715700000,1162186,2355680,1812392000,24427784,6184,10943728,42443844,8020983,12105914,7937842000
"CMIG4<XBSP>","4T2023",11.300949085,23.38994061,10.485139294,15.649582498,19.620546332,0.88423073305,36849769,7230126,"-",1274074,"-","-",5764273,55000080,13092816000,2629708,1537482,773982000,24649235,5958,7201431,42225508,8504200,9831139,7519675000
"CMIG4<XBSP>","1T2024",10.869256601,21.721032847,9.612334383,14.818616258,18.930168218,0.85569077419,37260699,7053513,"-",1300201,"-","-",5518455,57442030,12847991000,2713786,2177401,2300277000,25414552,5602,8912088,42830147,8353714,11625874,7148196000
"CMIG4<XBSP>","2T2024",11.051454491,22.358527881,10.512236059,15.747542721,19.828950804,0.98661571055,37877173,7510646,"-",1333828,"-","-",5962433,56740773,13627251000,4657882,1564249,1353092000,26672836,4788,6985556,44854063,8844474,11643438,8726097000
"CMIG4<XBSP>","3T2024",15.098452936,28.531996161,12.709106866,20.745420871,27.016759756,0.63713918874,38599429,10428315,"-",1363515,"-","-",8005359,63006898,15595521000,4795244,3660787,2960449000,28060032,5351,9339029,45585385,11791830,14134273,7513037000
"CMIG4<XBSP>","4T2024",14.110891914,25.998854986,11.919745757,17.878842139,24.806695795,0.89063431894,39819620,9877932,"-",1376028,"-","-",7117146,59726836,14145808000,2876548,1898224,357913000,27377786,5293,9402752,46201439,11253960,12279300,10023163000
"ITSA4<XBSP>","4T1986","-",15.97761973,2.2201840868,16.935317238,14.280598777,"-",0.0067368349091,0.00096206036364,"-","-","-","-",0.00047877236364,0.051387827273,40.519666182,0.00044151454545,"-","-",0.0027683912727,0.0043722490909,0.00032756327273,-0.0028543494546,"-",0.00076907781818,-13.394947272
"ITSA4<XBSP>","1T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1987","-",14.781415611,1.9824408852,7.2408476752,77.174281649,-1.1821606099,0.067200263636,0.051861320727,0.0029002498182,"-","-","-",0.0019217683636,0.24544836436,195.66106436,0.0023087090909,"-","-",0.013678865818,0.019239961818,0.0021161567273,-0.017065828364,0.054761570545,0.0044248658182,-64.736971636
"ITSA4<XBSP>","1T1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1988","-","-","-","-","-","-","-","-","-","-","-","-","-",0.69818072073,576.96251018,0.0030657789091,"-","-",0.036975963273,0.052296914182,0.0053592556364,-0.22410669855,"-",0.0084250345455,-339.96565345
"ITSA4<XBSP>","3T1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1988","-",13.084611772,2.0627049793,16.302417776,-2.8552172289,-61.371641342,0.34604621927,-0.0098803712727,0.028549365818,"-","-","-",0.025052861455,2.7349476018,2191.8194324,0.044292948727,"-","-",0.17985465309,0.25129226473,0.026192731273,-0.62881139927,0.018668994545,0.07048568,-1145.7468375
"ITSA4<XBSP>","1T1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1989","-","-","-","-","-","-","-","-","-","-","-","-","-",7.4591454545,5923.3898182,0.079881818182,"-","-",0.53887890909,0.67756763636,0.033871272727,-1.814392,"-",0.1137530909,-3316.2763636
"ITSA4<XBSP>","3T1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1989","-",13.872803817,2.1565963392,15.744606461,-56.084215156,"-",8.5555578182,-4.7983174545,0.90036254545,"-","-","-",0.561412,62.461337091,50181.471636,0.68234690909,"-","-",4.3217472727,5.3881781818,0.19982290909,-20.72684,-3.8979549091,0.88216981818,-32806.882545
"ITSA4<XBSP>","1T1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1990","-","-","-","-","-","-","-","-","-","-","-","-","-",321.357696,186907.028,4.7329778182,"-","-",20.703722182,24.527337455,1.7510665455,54.496498545,"-",6.4840443636,-78203.102909
"ITSA4<XBSP>","3T1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1990",-30.74642099,11.09841945,1.7806329085,7.17885734,-37.774184868,"-",156.31999527,-59.048604,9.7121316364,"-","-","-",11.221989454,630.22475891,394258.31527,8.4102712727,"-","-",46.440187273,54.673214545,8.2065574545,126.75322,-49.336472364,16.616828727,-101006.66618
"ITSA4<XBSP>","1T1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1991","-","-","-","-","-","-","-","-","-","-","-","-","-",1085.2843367,738064.65673,14.950981818,"-","-",93.861281455,111.19214581,17.323376,193.53679818,"-",32.274357818,-136359.50582
"ITSA4<XBSP>","3T1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1991",-8.9932910294,6.8948466886,2.0296837489,15.780863051,-70.791447114,"-",456.47225745,-323.14331673,53.511970909,"-","-","-",30.401957091,3549.0879727,2198558.4055,1654.6080895,"-","-",480.25564836,564.51394655,165.04445418,2371.4854589,-269.63134582,1819.6525436,1186000.3458
"ITSA4<XBSP>","1T1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1992","-","-","-","-","-","-","-","-","-","-","-","-","-",13776.931631,9064596.6411,7535.5431033,"-","-",1593.4988491,1936.1999233,581.73962655,7325.4175375,"-",8117.2827298,3194822.1735
"ITSA4<XBSP>","3T1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1992",-2.6413216864,8.7164617531,2.2835773426,12.164867057,-11.537429518,"-",8909.1374545,-1027.8854545,643.164,"-","-","-",424.88072727,47459.952727,30642967.636,25664.600364,"-","-",5731.6796364,6702.0894545,2259.9454545,25684.277818,-384.72145455,27924.545818,11127238.181
"ITSA4<XBSP>","1T1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1993","-","-","-","-","-","-","-","-","-","-","-","-","-",245954.98545,169187174.91,137170.46909,"-","-",26601.354909,30952.920364,4305.5269091,121032.18109,"-",141475.996,48569897.454
"ITSA4<XBSP>","3T1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1993","-",9.8592864898,1.9909534929,18.177662088,-28.490919919,"-",185100.69927,-52736.892,30907.602909,"-","-","-",12859.429818,1689993.2498,1235855572,26227.992364,"-","-",156131.496,185140.45782,21995.770545,-232407.70982,-21829.289091,48223.762909,-664549617.09
"ITSA4<XBSP>","1T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1994",-2.563361597,9.9140074274,2.2083756955,13.552523671,-15.78577754,"-",2749665,-434056,261524,"-","-","-",152287,16874348,11644004000,9837383,"-","-",1722105,2036708,719468,11175831,-172532,10556851,6664955000
"ITSA4<XBSP>","1T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1995",-2.1248324208,9.4102336911,1.7293410949,7.9231072672,-8.4646139881,"-",5893925,-498898,341343,"-","-","-",215007,27003464,19761343000,15354254,"-","-",2266041,2696450,1821875,15496407,-157555,17176129,10076161000
"ITSA4<XBSP>","1T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1996","-","-","-","-","-","-","-","-","-","-","-","-","-",30555508,22051166000,16673438,"-","-",2334919,2576255,2021247,16340753,"-",18694685,9857658000
"ITSA4<XBSP>","3T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1996",-0.18836857426,13.029306288,1.9268614561,7.5707546219,-0.5023171458,27.176461673,8925636,-44835,414326,"-","-","-",295722,35069361,27382194000,20970886,"-","-",2433214,2753079,2019476,15709149,369491,22990362,10041458000
"ITSA4<XBSP>","1T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T1997","-","-","-","-","-","-","-","-","-","-","-","-","-",42102664,36622620000,950953,"-","-",2624810,2803937,0,-7708466,"-",950953,-13188510000
"ITSA4<XBSP>","4T1997","-",15.843072564,1.7831043757,10.63944063,2.8526017944,-35.549561001,8212678,234275,317207,"-","-","-",465634,49003469,37339101000,602432,"-","-",2770442,2744795,243302,-8183877,551482,845734,-19604943000
"ITSA4<XBSP>","1T1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T1998","-","-","-","-","-","-","-","-","-","-","-","-","-",54892905,49011684000,1020394,"-","-",2933839,2877915,0,-17551863,"-",1020394,-23433084000
"ITSA4<XBSP>","3T1998","-",16.16496369,1.7563651927,"-","-","-","-",378677,"-","-","-","-",516864,54279543,48296987000,"-","-","-",2971857,2925756,0,"-","-","-","-"
"ITSA4<XBSP>","4T1998","-",16.197689475,1.8815156598,27.17052535,53.935789498,-4.668542332,3545121,1912089,878032,"-","-","-",468922,51194259,38091718000,426149,"-","-",2984403,2962297,372882,-296139,2790121,799031,-13025798000
"ITSA4<XBSP>","1T1999","-","-","-","-","-","-","-","-","-","-","-","-","-",56733375,50307306000,36928194,"-","-",3224436,3201633,0,41251660,"-",36928194,34825591000
"ITSA4<XBSP>","2T1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T1999","-",27.679769434,3.6204155451,41.475116598,67.032685591,-4.5914339411,4712780,3159103,592097,"-","-","-",951105,53989134,40805072000,620288,"-","-",3476296,3585291,292481,-4331806,3751200,912769,-17223387000
"ITSA4<XBSP>","1T2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T2000","-",22.850342662,2.6062991513,34.793796631,36.266720053,-6.1208568978,5414606,1963700,1903179,"-","-","-",882455,72284373,53977395000,555955,"-","-",4114261,4130460,432689,-5794324,3866879,988644,-23668613000
"ITSA4<XBSP>","1T2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","2T2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","3T2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ITSA4<XBSP>","4T2001","-",25.651207964,2.9404445204,39.904381413,58.241179001,-4.5537651989,6224522,3625235,1215824,"-","-","-",1182829,84472160,62924373000,578086,"-","-",5054694,4628503,343652,-840911,4841059,921738,-22045046000
"ITSA4<XBSP>","1T2002","-","-","-","-","-","-","-","-","-","-","-","-","-",82853107,59356300000,505580,"-","-",5229803,4725612,331494,2412650,"-",837074,-20752663000
"ITSA4<XBSP>","2T2002","-","-","-","-","-","-","-","-","-","-","-","-","-",90273061,64087742000,536689,"-","-",5631987,4961449,397476,-727586.99994,"-",934165,-26515430000
"ITSA4<XBSP>","3T2002","-","-","-","-","-","-","-","-","-","-","-","-","-",102492528,70959612000,647207,"-","-",5910845,5100938,465520,4933787,"-",1112727,-26133609000
"ITSA4<XBSP>","4T2002",44.070604597,24.500111847,2.5296722442,43.183299018,75.723663169,-4.272477635,6716108,5085683,2049020,"-","-","-",1537264,114648726,75880471000,2198158,"-","-",6389415,5448233,669093,7616303,7134703,2867251,-30482859000
"ITSA4<XBSP>","1T2003",20.047756802,24.401141284,2.6586692254,44.100500682,43.117376476,"-",7028410,3030466,"-","-","-","-",1627697,116583288,75016959000,488079,"-","-",6651932,6050605,371976,9976715,"-",860055,-31217638000
"ITSA4<XBSP>","2T2003",-0.64048667405,23.582469786,2.9068371469,43.780614678,-2.9172751158,"-",7315731,-213420,"-","-","-","-",1637993,110184088,72353423000,505386,"-","-",7098696,6482884,320650,21992214,"-",826036,-15517801000
"ITSA4<XBSP>","3T2003",-20.956740114,22.071912068,2.5780338079,41.879757892,-69.248566415,"-",7538790,-5220504,"-","-","-","-",1537774,122466470,82863977000,517483,"-","-",7427590,6876685,300738,16441167,"-",818221,-22860588000
"ITSA4<XBSP>","4T2003",-1414.6908754,22.204446955,2.6790465987,41.972971083,-70.57265792,"-",7808082,-5510371,1329400,"-","-","-",1561263,122330235,81237758000,485610,"-","-",7636181,7123403,349776,257076.99988,-4180971,835386,-40485624000
"ITSA4<XBSP>","1T2004",-19048.504993,22.908008038,2.6931726514,44.161188544,-61.361933492,"-",7970492,-4890848,"-","-","-","-",1705044,130695817,86688555000,462682,"-","-",7920514,7444698,353365,16946.000125,"-",816047,-43636951000
"ITSA4<XBSP>","2T2004",-36.780805125,23.534164754,2.9464315771,43.711907943,-86.199877536,"-",8512764.9699,-7337992.979,"-","-","-","-",1775151.9937,126291478,77350544000,500524,"-","-",8227216,7584231,246547,13167398.999,"-",747071,-35526988000
"ITSA4<XBSP>","3T2004",-104.0210342,23.129091246,2.6873029797,42.754588119,-54.183206429,"-",8949366.9841,-4849053.987,"-","-","-","-",1820581.9967,142383089,93349994000,512432,"-","-",8553481,7989603,234183,3076662,"-",746615,-45722250000
"ITSA4<XBSP>","4T2004",-34.799558979,23.660783201,3.031586484,43.267386558,-49.651762199,"-",9405211,-4669853,732033,"-","-","-",1962392,134232984,83459327000,473156,"-","-",8879419,8319458,216579,8856730.0001,-3937820,689735,-41700348000
"ITSA4<XBSP>","1T2005",-42.616965587,24.638946472,2.941336921,44.645287763,-49.591055412,"-",9905621.0152,-4912302.0066,"-","-","-","-",2161910.0035,150353160,97542698000,449468,"-","-",9198327,8750464,218949,7607578.9998,"-",668417,-44983934000
"ITSA4<XBSP>","2T2005",-12.319175432,25.633830164,3.1863501878,45.870929939,-28.554627693,"-",10326841,-2948791,"-","-","-","-",2266748,148665957,86842109000,382697,"-","-",9593052,8886504,240211,15798152,"-",622908,-45785485000
"ITSA4<XBSP>","3T2005",-26.99295754,27.182071052,3.3854040336,46.689643946,-56.006325287,"-",10787178,-6041502,"-","-","-","-",2348749,148770869,85614958000,258756,"-","-",9624283,8904456,412292,14771969,"-",671048,-47971650000
"ITSA4<XBSP>","4T2005",-22.184676186,27.551816643,3.3322994014,46.971288447,-56.749379574,"-",11006545,-6246146,708559,708559,"-","-",2297173,155145603,86783477000,278153,"-","-",9753844,9010494,344541,18582450,-5537587,622694,-49435135000
"ITSA4<XBSP>","1T2006",-20.653511062,27.061592613,3.2528359375,48.395973987,-62.387829416,"-",11246264,-7016300,"-",701447,"-","-",2417685,167322887,93706215000,299741,"-","-",10280437,9831975,332075,22421166,-6314853,631816,-50863431000
"ITSA4<XBSP>","2T2006",-24.921701669,27.448405246,3.2809552782,50.648754067,-60.685387529,"-",11465747,-6958033,"-",691133,"-","-",2730115,176998999,1.0035212E11,332910,"-","-",10869129,10287867,351065,18426919,-6266900,683975,-57868895000
"ITSA4<XBSP>","3T2006",-23.393861249,24.763092976,2.9709102819,52.382383953,-75.268492066,"-",12011435,-9040826,"-",3367141,"-","-",3916902,211782767,1.18475298E11,363494,"-","-",12222741,13185539,366097,25506457,-5673685,729591,-67434915000
"ITSA4<XBSP>","4T2006",-26.016426197,24.943684784,3.1692772841,54.131573845,-73.411513679,"-",12554562,-9216494,3872537,3872537,"-","-",4485631,214433178,1.20062715E11,293377,"-","-",12842285,14403016,368983,23380944,-5343957,662360,-70620536000
"ITSA4<XBSP>","1T2007",-117.7252565,25.548047356,2.8097138955,56.873413292,-70.514180154,"-",12983251,-9155033,"-",3906489,"-","-",4748826,262803199,1.59278923E11,306401,"-","-",13624952,15277523,320401,5132562,-5248544,626802,-98071313000
"ITSA4<XBSP>","2T2007",-37.903455097,24.817580292,3.0034901071,57.545862627,-70.059179483,"-",13582410,-9515725,"-",3943350,"-","-",4761000,260234418,1.47976024E11,251714,"-","-",14562500,16931767,334877,16569409,-5572375,586591,-95354108000
"ITSA4<XBSP>","3T2007","-",25.918550967,2.8138599763,62.447742486,-48.860156682,"-",13681047,-6684581,"-",1279676,"-","-",4102548,303622251,1.84253929E11,359114,"-","-",15231077,17731819,422912,-2105022,-5404905,782026,-1.21050432E11
"ITSA4<XBSP>","4T2007",-33.640510019,26.275815448,2.9717230118,63.559325961,-46.886546607,"-",14028201,-6577339,770570,770570,"-","-",3988482,300035702,1.73764292E11,434945,"-","-",15675809,18257410,527402,12904215,-5806769,962347,-1.12839793E11
"ITSA4<XBSP>","1T2008",-23.312157418,25.355605753,2.5995315138,60.688550824,-51.692904809,"-",14257742,-7370241,"-",737246,"-","-",3629552,332860631,1.8938629E11,550628,"-","-",15792315,18333539,533013,20866190,-6632995,1083641,-1.22075138E11
"ITSA4<XBSP>","2T2008",-21.991208946,24.311821754,2.4693994407,60.006914897,-58.559394674,"-",14366086,-8412693,"-",708483,"-","-",3621464,349098848,1.89098883E11,318245,"-","-",16589532,18869123,710126,25248168,-7704210,1028371,-1.34041671E11
"ITSA4<XBSP>","3T2008",-50.054547207,22.027126489,2.0224712317,55.720895778,-72.768540757,"-",14595494,-10620928,"-",719611,"-","-",3471053,402118946,2.28243551E11,1222053,"-","-",17213898,19707577,156521,14004346.999,-9901317,1378574,-1.59714527E11
"ITSA4<XBSP>","4T2008",-42.8904698,11.248610126,0.85031362394,34.51729336,-168.20721056,"-",15734681,-26466868,"-",3153898,"-","-",2699680,638727388,3.52603326E11,710089,"-","-",16591945,31691229,683098,40727306,-23312970,1393187,-2.44713658E11
"ITSA4<XBSP>","1T2009",-62.808932541,12.403878314,1.0034161565,37.621922344,-181.43308128,"-",16686646,-30275096,"-",3531381,"-","-",2897310,625646394,3.51535731E11,609172,"-","-",17228721,33383167,710747,31813251.001,-26743715,1319919,-2.41586665E11
"ITSA4<XBSP>","2T2009",-55.597551397,13.306799212,1.1799404846,40.636637944,-191.92388579,"-",17516518,-33618382,"-",4004360,"-","-",3053294,603261274,3.29671505E11,601673,"-","-",18509118,34983265,592878,39908470,-29614022,1194551,-2.33088421E11
"ITSA4<XBSP>","3T2009",-43.325100291,13.699984094,1.235844998,40.821691369,-164.6011562,"-",18765805,-30888732,"-",4359741,"-","-",2990208,619860825,3.3242878E11,748011,"-","-",19093592,36822670,829010,47054854.999,-26528991,1577021,-2.3954818E11
"ITSA4<XBSP>","4T2009",-38.801843456,20.260588941,1.9063178552,60.677195766,-130.46542785,"-",19351893,-25247530,"-",2350516,"-","-",3930204,615961602,3.34578966E11,663493,"-","-",19785992,38169806,944290,42944789,-22897014,1607783,-2.37493557E11
"ITSA4<XBSP>","1T2010","-",38.55954838,4.5517825276,61.877870968,-145.93304903,"-",16364692,-23881494,"-",2091175,"-","-",4049733,222465000,1.96204E11,0,"-","-",26261000,0,0,-82572000,-21790319,0,-1.08833E11
"ITSA4<XBSP>","2T2010","-",30.969397083,3.5656508955,64.179527157,-147.16349014,"-",13301787,-19575374,"-",1757268,"-","-",4196901,239424000,2.11858E11,0,"-","-",27566000,0,0,-88955000,-17818106,0,-1.16521E11
"ITSA4<XBSP>","3T2010","-",25.074142062,2.8390879388,73.642445194,-209.33521654,"-",9663643,-20229408,"-",1524471,"-","-",4288845,250663000,2.22281E11,0,"-","-",28382000,0,0,-88848000,-18704937,0,-1.1723E11
"ITSA4<XBSP>","4T2010",-33.500839196,17.180163816,1.8187095253,95.667938931,-271.25954199,"-",5240000,-14214000,"-",1221000,"-","-",4417000,275635000,1.44626E11,0,4029000,98977000000,26302000,2877000,0,28003000,-12993000,0,-1.03006E11
"ITSA4<XBSP>","1T2011","-",17.798451718,1.8525783069,103.02672956,-258.60849057,"-",5088000,-13158000,"-",1226000,"-","-",4656000,282957000,2.53505E11,0,4462000,1.38809E11,26583000,2869000,0,-113819000,-11932000,0,-1.43271E11
"ITSA4<XBSP>","2T2011","-",16.916153018,1.7914375708,104.42923293,-287.71894504,"-",4967000,-14291000,"-",1206000,"-","-",4617000,289544000,2.58881E11,0,5825000,1.37824E11,27776000,2887000,0,-112986000,-13085000,0,-1.43649E11
